Lookup table for applied water(inch/month)
Month   GS_Incremental GS_FlowThrough  Ponded_Incremntal NonPonded Decomp_FlowThrough   
1	0.0		0		0			0		2
2	0.0		0		0			0		1
3	0.0		0		0			0		0
4	0.0		0		0			0		0
5	3.0		3		0			0		0
6	2.0		0		0			0		0
7	3.0		1.9		0			0		0
8	0.0		1.9		0			0		0
9	0.0		0.95		0			0		0
10	0.0		0		3			6		0
11	0.0		0		3			3		2
12	0.0		0		0			0		2
