Rainfall (inch/month)																																									
Year Month	WBA10	WBA11	WBA12	WBA13	WBA14	WBA15N	WBA15S	WBA16	WBA17N	WBA17S	WBA18	WBA19	WBA2	WBA20	WBA21	WBA22	WBA23	WBA24	WBA25	WBA26N	WBA26S	WBA3	WBA4	WBA5	WBA6	WBA60N	WBA60S	WBA61	WBA62	WBA63	WBA64	WBA70	WBA71	WBA72	WBA73	WBA7N	WBA7S	WBA8N	WBA8S	WBA9	WBA90
1939  10	0.8779	0.8224	1.0005	1.2852	1.2241	0.9335	0.8931	0.8535	0.5743	0.7009	0.6481	0.7628	0.8455	0.3668	0.4311	0.5059	0.7817	0.9314	0.4068	0.4683	0.4465	0.7569	1.0311	0.8986	0.3186	0.7742	0.6290	0.2766	0.2010	0.1745	0.7967	0.3402	0.2479	0.1458	0.1624	0.3272	0.5345	0.4992	0.5288	0.6051	0.6867
1939  11	0.0570	0.0873	0.0376	0.0500	0.0404	0.0308	0.0294	0.0281	0.3469	0.1542	0.2100	0.0292	0.1658	0.3239	0.0711	0.0596	0.0334	0.0502	0.2920	0.0729	0.0694	0.1562	0.2472	0.1306	0.3186	0.2141	0.1474	0.0876	0.0854	0.1185	0.0639	0.1169	0.0990	0.1301	0.1193	0.3075	0.3474	0.2689	0.2825	0.2184	0.0314
1939  12	3.8649	2.6853	2.3748	3.1762	2.4886	1.8978	1.8156	1.7351	1.4237	1.5401	1.4649	1.5665	7.5924	1.2301	1.1063	1.2115	1.6217	1.9765	1.1506	1.1968	1.1368	8.0642	3.3093	3.5514	2.2878	0.9109	0.6889	0.5801	0.5649	0.4895	0.5835	0.2764	0.3891	0.3059	0.2745	2.1230	1.4042	1.8526	1.2966	2.0252	0.9105
1940  01	11.9936	10.0328	10.0234	13.1011	11.5146	8.7811	8.4011	8.0282	9.1883	8.3145	8.2732	7.4201	13.7622	7.9536	7.6681	7.6753	7.8713	10.0836	7.6684	8.3050	7.8932	14.4707	7.5929	10.0813	7.0950	7.4601	6.3373	5.8700	5.4997	5.1139	5.0465	4.0720	4.6172	4.4972	4.0993	6.9810	9.0105	8.2165	8.0792	9.0436	4.3942
1940  02	9.1548	8.0267	8.5698	11.1237	10.1022	7.7040	7.3705	7.0435	7.1305	7.0843	6.7233	6.6558	12.8640	8.9860	8.8875	8.4843	7.2169	9.6403	8.6532	9.6267	9.1446	13.2465	8.4531	8.6725	6.8923	6.5174	5.0449	3.8989	3.9135	3.6447	3.2940	1.7861	2.8364	3.2553	2.9443	6.6297	7.5865	6.7101	6.5114	6.9707	4.5240
1940  03	6.4757	5.7858	6.9824	8.9938	8.4611	6.4524	6.1732	5.8992	3.3381	4.6739	4.1166	5.3486	7.9090	5.5274	4.0770	4.3603	5.5566	6.8294	5.3208	4.3919	4.1742	8.4641	3.0241	5.0090	1.9596	4.0413	3.2602	2.6551	1.6378	0.1403	1.0817	2.3496	2.0879	1.1798	1.0497	1.9979	3.8290	3.1176	3.3690	3.9441	0.7867
1940  04	1.0261	0.8706	0.7988	1.0491	0.9013	0.6873	0.6576	0.6284	1.0289	0.7747	0.8256	0.5845	2.2528	0.7330	0.6541	0.6439	0.6238	0.8088	0.7047	0.7077	0.6729	2.4601	0.7200	0.8937	0.8205	0.7220	0.7315	0.8927	0.7304	0.6334	0.3478	0.9356	0.8046	0.6912	0.6131	0.8042	0.9767	0.8832	0.8709	0.9141	0.4301
1940  05	1.7443	1.3882	1.3025	1.7155	1.4528	1.1079	1.0599	1.0129	1.2562	1.0808	1.0995	0.9321	1.2043	1.6765	0.8958	0.9008	0.9811	1.2416	1.4986	0.9575	0.9083	1.1126	1.6243	1.6613	1.4480	0.3003	0.1159	0.0371	0.0069	0.0008	0.0000	0.1169	0.0540	0.0100	0.0089	1.3725	1.3636	1.2600	1.1351	1.2689	0.0020
1940  06	0.4902	0.2353	0.0803	0.1328	0.0000	0.0000	0.0000	0.0000	0.0359	0.0139	0.0206	0.0000	0.2581	0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2750	0.1599	0.3578	0.2413	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2145	0.0305	0.1476	0.0270	0.1732	0.0000
1940  07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1940  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1940  09	0.0342	0.0178	0.0056	0.0093	0.0000	0.0000	0.0000	0.0000	0.0120	0.0053	0.0069	0.0007	0.4269	0.0563	0.0103	0.0078	0.0014	0.0035	0.0516	0.0104	0.0099	0.4639	0.1951	0.0984	0.3089	0.0061	0.0045	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2712	0.0236	0.0899	0.0125	0.0176	0.0000
1940  10	2.5538	1.8916	1.4351	1.9348	1.4528	1.1079	1.0599	1.0129	2.1175	1.4159	1.5948	0.9322	2.8820	1.4708	0.9014	0.9086	0.9825	1.2451	1.3270	0.9679	0.9195	2.9080	1.7375	2.1488	0.1834	0.8257	0.6001	0.4227	0.3260	0.3775	0.5297	0.6273	0.5034	0.6590	0.6203	0.3392	1.9955	1.4933	1.7664	2.0189	0.6466
1940  11	1.9837	1.9556	2.1137	2.7242	2.5558	1.9491	1.8647	1.7820	2.3688	1.9431	2.0257	1.6195	1.5124	2.2407	1.2823	1.3524	1.6847	2.0789	1.9879	1.3738	1.3035	1.5245	1.3595	1.7136	1.4962	0.6674	0.3238	0.1395	0.0501	0.0133	0.0400	0.3296	0.1677	0.0331	0.0299	1.5075	2.3674	1.8810	2.0717	1.9869	0.0095
1940  12	14.7298	11.6720	11.3754	14.9472	12.8060	9.7659	9.3432	8.9286	9.2482	8.9054	8.6430	8.2901	15.7988	11.1262	9.0614	8.9448	8.8267	11.3997	10.4945	9.7828	9.2925	16.3083	9.7151	12.4638	6.9213	6.3625	5.5847	5.9545	5.2241	5.0913	4.5232	5.9219	5.1509	4.1131	3.7321	6.8369	9.7313	8.5786	8.4026	9.9290	4.7708
1941  01	11.2526	8.9135	8.5275	11.2199	9.5507	7.2834	6.9682	6.6589	7.4774	6.7842	6.7795	6.1039	14.2050	7.6476	5.5831	5.7132	6.4127	8.0676	7.0605	6.0154	5.7127	14.6437	9.8446	10.4985	9.4697	3.6481	3.1685	3.5520	2.8661	2.3362	2.1483	3.5297	3.1084	2.6045	2.3535	8.9145	7.6164	7.8370	6.6639	7.8237	2.5703
1941  02	9.9073	8.0414	7.7328	10.1535	8.7301	6.6576	6.3695	6.0868	7.3338	6.4029	6.4839	5.5875	10.9353	7.3700	5.2193	5.3131	5.8779	7.4156	6.8149	5.6199	5.3380	10.9074	9.7343	9.6333	8.8519	3.5953	3.3688	4.0827	4.0878	4.3675	3.5248	2.9769	3.3125	3.4199	3.1006	8.3610	7.4411	7.4200	6.4883	7.3223	5.3689
1941  03	4.8453	3.7240	2.8461	3.8216	2.9325	2.2363	2.1395	2.0446	4.6299	3.0621	3.4235	1.9456	5.1195	3.9752	2.7649	2.5990	2.1191	2.8601	3.6764	2.9765	2.8281	5.0217	4.8753	4.7394	3.9288	2.9036	2.5001	2.7817	2.6378	2.2802	2.4312	1.4140	2.1464	2.7089	2.4800	3.8258	4.5444	4.0663	3.8919	4.1845	2.9766
1941  04	4.7199	4.1282	4.3977	5.7098	5.1789	3.9494	3.7785	3.6108	3.6610	3.6351	3.4499	3.4121	5.7754	4.0788	4.5649	4.3635	3.7022	4.9485	3.9534	4.9539	4.7056	6.0719	3.3832	4.1302	3.5910	3.5152	2.8098	2.5475	2.5186	2.8246	3.7699	2.0945	2.1180	2.0679	1.9660	3.4496	3.7798	3.4612	3.3085	3.5850	1.9784
1941  05	1.8127	1.4041	1.3608	1.7916	1.5200	1.1592	1.1090	1.0598	1.0169	1.0414	0.9795	0.9999	3.7507	1.8742	1.3059	1.2441	1.0801	1.4358	1.7485	1.4050	1.3340	3.9312	1.7283	1.7152	0.6661	0.6278	0.3754	0.0783	0.0007	0.0028	0.0619	0.3190	0.1320	0.0017	0.0051	0.6689	1.2076	0.9455	0.9713	1.1518	0.0155
1941  06	0.3648	0.1821	0.0880	0.1333	0.0404	0.0308	0.0294	0.0281	0.0000	0.0161	0.0105	0.0255	0.9527	0.0012	0.0189	0.0207	0.0265	0.0325	0.0015	0.0208	0.0197	1.0756	0.0532	0.2395	0.0579	0.0035	0.0000	0.0002	0.0325	0.0894	0.0126	0.0000	0.0000	0.0018	0.0000	0.0510	0.0005	0.0649	0.0026	0.1134	0.5425
1941  07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0010	0.0070	0.0025	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1941  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0075	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0085	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0260	0.0722	0.0470	0.0000	0.0000	0.0019	0.0013	0.0000	0.0000	0.0000	0.0000	0.0000	0.0018
1941  09	0.1482	0.1413	0.1937	0.2473	0.2421	0.1846	0.1767	0.1688	0.0479	0.1071	0.0904	0.1451	0.1038	0.0023	0.0000	0.0308	0.1423	0.1528	0.0000	0.0000	0.0000	0.0872	0.1400	0.1381	0.0000	0.0139	0.0058	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0041	0.0385	0.0451	0.0513	0.0738	0.0000
1941  10	2.0407	2.0043	2.1983	2.8317	2.6634	2.0311	1.9432	1.8570	2.3210	1.9330	2.0262	1.6563	2.2981	2.8535	0.8567	1.0080	1.6843	1.9845	2.5777	0.8950	0.8508	2.3963	1.4453	1.7768	1.4576	0.6666	0.6044	0.5269	0.7499	1.1457	1.0011	0.1914	0.5124	1.1799	1.1053	1.4698	2.4648	1.8542	2.0836	1.9770	1.0257
1941  11	4.2867	3.1369	2.8016	3.7278	2.9997	2.2876	2.1886	2.0915	2.2373	2.0443	2.0654	1.8752	3.1722	1.7939	1.1334	1.2920	1.9249	2.3061	1.7084	1.2176	1.1588	3.0089	3.3906	3.8283	2.1237	1.4339	1.1226	0.5320	0.6100	0.7845	0.6374	0.3508	0.4696	0.6971	0.6406	2.0476	2.1715	2.2895	1.9735	2.6269	0.5289
1941  12	12.5409	9.5042	8.6256	11.4308	9.3893	7.1603	6.8504	6.5464	7.6808	6.8384	6.8545	6.0374	11.2839	6.7606	6.0515	6.0896	6.3884	8.1457	6.3941	6.5462	6.2196	11.7081	6.9645	10.1531	5.8980	5.1673	4.3685	4.2530	3.8224	3.0943	2.5802	2.8599	3.1248	2.2661	1.9844	5.8095	7.5590	7.2052	6.7474	8.3419	2.3835
1942  01	5.7004	4.6479	4.0688	5.3768	4.4794	3.4160	3.2682	3.1231	5.3836	4.0428	4.2587	2.9898	6.0036	5.1212	4.5043	4.2123	3.2800	4.4788	4.9499	4.8706	4.6302	5.9732	5.5423	5.5276	5.2706	5.1445	3.7025	2.0487	1.9839	2.5340	2.1459	2.4878	1.9445	1.6086	1.4824	5.0627	5.3865	4.9171	4.6198	4.8863	1.1496
1942  02	7.9122	6.3566	6.4457	8.4390	7.3581	5.6113	5.3684	5.1302	4.6780	4.7074	4.6005	4.6050	8.1834	3.5073	2.8710	3.2549	4.7368	5.6956	3.2158	3.1014	2.9455	8.6208	4.4262	6.4306	4.1701	2.2394	1.7610	1.6921	1.6877	1.5818	1.1607	0.8718	1.2364	1.2845	1.1434	4.0439	4.4821	4.5738	4.1775	5.1658	0.5251
1942  03	2.4854	2.5156	2.8643	3.6773	3.5109	2.6774	2.5615	2.4479	2.8474	2.6118	2.5489	2.3171	1.7648	2.1625	3.1635	3.0228	2.5213	3.3840	2.1185	3.4448	3.2719	1.7499	1.7154	2.1470	1.7376	2.1647	1.7347	1.5116	1.3834	1.1337	1.1095	0.9250	1.0994	0.8947	0.7964	1.7589	2.7177	2.2592	2.4776	2.4197	1.1497
1942  04	6.9317	5.5344	5.9086	7.7131	6.8200	5.2009	4.9759	4.7550	3.1586	4.0282	3.5872	4.3864	6.0080	4.9986	4.4094	4.4320	4.6418	5.9207	4.8147	4.7665	4.5283	6.0012	5.1276	6.0915	4.2860	3.5771	3.4443	4.3049	3.8228	2.6602	1.9597	2.2220	3.0310	2.6481	2.3185	4.0178	3.5849	3.6826	3.0958	3.9821	1.5580
1942  05	2.5538	1.7683	1.6234	2.1650	1.7218	1.3131	1.2562	1.2005	0.7538	0.9942	0.8805	1.1000	2.2309	0.3207	1.0168	1.0518	1.1600	1.4643	0.4173	1.1136	1.0595	2.1892	1.6851	2.1348	0.3282	1.4914	1.1068	0.5725	0.8544	1.3678	0.8944	0.3402	0.4661	0.6307	0.5748	0.3523	0.6627	0.8246	0.6892	1.2300	0.3586
1942  06	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.1908	0.2663	0.0042	0.0000	0.0000	0.0000	0.2407	0.0000	0.0000	0.1985	0.1720	0.0689	0.2799	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2448	0.0594	0.0716	0.0170	0.0000	0.0000
1942  07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1942  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1942  09	0.1710	0.0803	0.0280	0.0463	0.0000	0.0000	0.0000	0.0000	0.0000	0.0020	0.0000	0.0019	0.1033	0.0202	0.0287	0.0234	0.0041	0.0106	0.0267	0.0312	0.0298	0.0975	0.1305	0.1523	0.1255	0.0502	0.0407	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1099	0.0050	0.0556	0.0012	0.0532	0.0000
1942  10	0.5016	0.3892	0.3269	0.4351	0.3497	0.2667	0.2552	0.2438	0.4187	0.3086	0.3316	0.2282	1.1651	0.7525	0.2670	0.2546	0.2429	0.3160	0.6898	0.2810	0.2670	1.2156	0.5729	0.5096	0.2413	0.1665	0.1887	0.2488	0.1975	0.1124	0.0223	0.1595	0.2169	0.3081	0.2760	0.2464	0.4950	0.3473	0.3823	0.3982	0.0637
1942  11	3.8193	2.6590	2.1037	2.8415	2.1119	1.6105	1.5408	1.4725	2.0937	1.7343	1.7522	1.4110	4.9994	2.6577	2.1406	1.9965	1.5483	2.1164	2.6975	2.3104	2.1997	5.2356	2.4931	3.2115	1.4287	3.6763	2.9334	1.9691	1.6804	1.3739	0.6948	1.7968	1.4776	0.4668	0.3531	1.4274	2.2314	1.9732	1.8609	2.3985	0.2476
1942  12	6.0196	4.8322	4.4035	5.8086	4.8830	3.7238	3.5626	3.4045	4.8692	3.8885	4.0677	3.1322	5.6066	3.2794	3.0376	3.0804	3.3070	4.1970	3.0446	3.2887	3.1241	5.7785	3.8026	5.0537	3.4558	2.4366	2.0875	2.1651	1.8806	1.3932	1.5818	1.4353	1.5657	1.0656	0.9510	3.4332	4.5790	4.2303	4.1488	4.6880	1.2293
1943  01	9.1890	6.4926	5.1581	6.9548	5.2193	3.9802	3.8080	3.6390	5.4435	4.4951	4.4852	3.5900	10.3132	9.0662	6.7990	6.1434	4.0413	5.7786	8.5936	7.3267	6.9597	10.5044	7.2221	8.2119	5.2706	5.4443	3.8366	2.3862	2.1658	2.1157	1.8998	2.1582	1.9600	1.4662	1.3204	5.0712	6.2682	5.4269	4.9539	6.0057	2.5169
1943  02	2.9756	2.0587	1.4948	2.0375	1.4393	1.0976	1.0501	1.0035	1.9261	1.3589	1.4812	0.9453	3.2131	1.6373	1.2164	1.1637	1.0202	1.3531	1.6079	1.3113	1.2482	3.1000	2.9387	2.8584	1.3321	2.0857	1.7609	1.5047	1.2306	1.2959	1.7081	1.9562	1.4167	0.9195	0.8693	1.3282	1.8845	1.7461	1.6317	2.0393	1.1029
1943  03	4.4007	3.9548	4.8255	6.2103	5.8649	4.4726	4.2790	4.0891	2.2135	3.2461	2.7958	3.7475	5.0693	2.6633	3.4463	3.5477	3.9450	4.9721	2.9244	3.7466	3.5667	5.1722	3.4628	3.9317	2.4422	5.3500	4.7150	3.9791	3.7744	3.7090	3.3126	2.9344	3.2912	3.5763	3.2539	2.3243	2.3242	2.3743	2.1831	2.6485	3.0633
1943  04	3.7053	2.9702	2.9794	3.9041	3.3898	2.5851	2.4732	2.3635	2.2492	2.2413	2.1736	2.1549	3.9763	1.3980	1.8274	1.9176	2.2565	2.8135	1.3609	1.9878	1.8888	4.1031	2.4837	3.1523	1.8437	1.8394	1.4666	1.3085	1.0985	0.7940	0.8224	0.9888	0.9808	0.6247	0.5520	1.8032	2.0882	2.1443	1.9790	2.4530	1.0298
1943  05	0.4788	0.2445	0.1255	0.1872	0.0673	0.0513	0.0491	0.0469	0.0120	0.0386	0.0243	0.0500	0.4999	0.4037	0.1388	0.1175	0.0589	0.0919	0.3931	0.1457	0.1388	0.5638	0.0210	0.2949	0.0000	0.1575	0.1283	0.0053	0.0000	0.0000	0.0000	0.0213	0.0088	0.0000	0.0000	0.0015	0.0956	0.0719	0.0384	0.1558	0.0000
1943  06	0.3534	0.2196	0.1803	0.2454	0.1749	0.1334	0.1276	0.1219	0.0479	0.1060	0.0729	0.1272	1.4016	0.1885	0.3341	0.2947	0.1512	0.2339	0.1763	0.3643	0.3454	1.5491	0.2364	0.2984	0.1062	0.1202	0.0263	0.0052	0.0000	0.0000	0.0000	0.0213	0.0088	0.0000	0.0000	0.0972	0.0768	0.1004	0.0576	0.1376	0.0000
1943  07	0.0000	0.0251	0.0565	0.0691	0.0807	0.0615	0.0589	0.0563	0.0239	0.0388	0.0347	0.0485	0.0000	0.0654	0.0010	0.0103	0.0474	0.0509	0.0581	0.0000	0.0000	0.0000	0.0213	0.0095	0.0676	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0611	0.0336	0.0297	0.0272	0.0138	0.0000
1943  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1943  09	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1943  10	0.3876	0.3818	0.2989	0.3927	0.3363	0.2565	0.2454	0.2345	0.7657	0.4310	0.5276	0.2122	0.8622	0.3036	0.1556	0.1673	0.2198	0.2687	0.2672	0.1665	0.1585	0.9158	0.4154	0.3902	0.3861	0.4083	0.3141	0.2875	0.2954	0.2392	0.2087	0.0425	0.1785	0.2241	0.2006	0.4017	0.6757	0.5482	0.6128	0.5634	0.0582
1943  11	2.5538	1.6154	1.2374	1.6931	1.1703	0.8925	0.8538	0.8160	0.7178	0.7484	0.7167	0.7417	1.6628	0.5859	0.5953	0.6314	0.7736	0.9574	0.6113	0.6453	0.6145	1.6217	1.3494	2.0190	0.3958	0.8081	0.7187	0.4720	0.4370	0.3433	0.4857	0.2126	0.3418	0.3926	0.3639	0.4084	0.6952	0.8233	0.6461	1.2093	0.1161
1943  12	4.2753	3.3628	3.2516	4.2772	3.6454	2.7800	2.6597	2.5416	2.6440	2.4954	2.4669	2.3181	2.1069	2.9293	1.9552	2.0357	2.4219	3.0136	2.7846	2.1023	1.9988	2.0513	2.1599	3.3821	1.8824	1.9433	1.6536	1.3175	1.2028	1.2328	1.6790	1.1589	1.1731	1.3250	1.2481	1.8704	2.7322	2.4367	2.3878	2.8586	1.4971
1944  01	5.1532	4.2636	4.2239	5.5279	4.8292	3.6827	3.5233	3.3670	3.8404	3.4640	3.4622	3.0955	4.5127	3.5371	2.9667	3.0113	3.2643	4.1348	3.3344	3.2054	3.0456	4.6254	3.3168	4.3559	3.2241	2.6287	2.4428	2.9049	2.5023	1.9832	1.0050	2.3284	2.2540	1.5456	1.3247	3.1442	3.8157	3.5197	3.3924	3.8235	1.0627
1944  02	8.7900	7.6806	8.4159	10.9098	9.9677	7.6014	7.2724	6.9497	6.1615	6.5259	6.1312	6.4443	6.6819	5.9747	6.9676	6.9260	6.8639	8.8567	5.8679	7.5661	7.1892	7.1011	3.6179	6.6784	4.3149	5.5745	4.5432	3.6567	3.5536	3.6876	3.7797	2.8493	2.8515	2.2307	2.0478	4.2948	6.1633	5.4990	5.5935	6.2968	4.2298
1944  03	1.4821	1.2438	1.4949	1.9323	1.7891	1.3643	1.3053	1.2474	0.4786	0.9355	0.7398	1.1642	1.2139	1.1547	1.3613	1.3327	1.2479	1.6303	1.1318	1.4778	1.4033	1.3049	0.5039	1.0823	0.5116	1.1229	0.6911	0.3623	0.4198	0.7319	0.3786	0.6166	0.4138	0.3640	0.3282	0.4887	0.6226	0.5820	0.5395	0.7376	0.1644
1944  04	2.9186	2.5456	3.0105	3.8867	3.6185	2.7595	2.6401	2.5229	1.4358	1.9923	1.7652	2.2771	2.4204	1.8120	1.5980	1.7521	2.3563	2.8696	1.7954	1.7276	1.6429	2.4185	2.2809	2.6264	2.4229	1.9537	1.6904	1.5393	1.4130	1.2768	1.4085	1.1057	1.1995	1.0670	0.9769	2.2412	1.5365	1.7635	1.4123	1.7379	0.5195
1944  05	1.3111	1.1326	1.0997	1.4371	1.2645	0.9643	0.9225	0.8816	1.2442	1.0013	1.0438	0.8122	2.0840	1.0278	0.8005	0.8068	0.8580	1.0910	0.9516	0.8638	0.8206	2.1928	0.9901	1.1526	0.5888	0.6879	0.5848	0.6421	0.4224	0.5169	0.2579	1.3502	0.7593	0.3552	0.3174	0.6198	1.2089	0.9745	1.0732	1.1273	0.0897
1944  06	0.2394	0.2302	0.1993	0.2605	0.2287	0.1744	0.1668	0.1594	0.3948	0.2718	0.2864	0.1705	1.9288	0.3440	0.4971	0.4338	0.2063	0.3278	0.3164	0.5412	0.5134	2.1039	0.5426	0.3473	0.4344	0.1628	0.0816	0.0677	0.1535	0.2907	0.1800	0.0000	0.0485	0.1081	0.1004	0.4130	0.3872	0.3483	0.3298	0.3028	0.1968
1944  07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1944  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1944  09	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0020	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.1127	0.0662	0.0421	0.0589	0.0790	0.0489	0.0000	0.0336	0.0808	0.0743	0.0000	0.0000	0.0000	0.0000	0.0000	0.0200
1944  10	2.5310	1.9441	2.1468	2.8034	2.4751	1.8875	1.8058	1.7257	0.6461	1.2494	1.0143	1.5728	1.3665	0.8305	1.3277	1.3966	1.6470	2.0527	0.9479	1.4466	1.3768	1.4292	0.6853	1.7717	0.3765	1.5939	1.5539	1.4065	1.2425	0.6937	0.5418	0.4997	0.8176	0.3531	0.2713	0.3855	0.6851	0.7781	0.6876	1.1607	0.1231
1944  11	5.7916	4.8214	4.8368	6.3223	5.5555	4.2367	4.0533	3.8734	4.2831	3.9325	3.9054	3.5603	6.4860	3.7604	3.4051	3.4617	3.7548	4.7556	3.5617	3.6842	3.5004	6.3725	5.7567	5.6129	3.7937	3.8490	3.1621	3.3465	3.6483	3.8688	2.4466	1.5841	2.2644	1.8839	1.6341	3.6797	4.2162	3.9821	3.7821	4.2781	0.8411
1944  12	4.7313	3.6114	3.6088	4.7460	4.0490	3.0877	2.9541	2.8230	2.1296	2.4628	2.2760	2.5785	4.2700	3.0137	2.2313	2.3128	2.6992	3.3707	2.9231	2.4041	2.2859	4.2265	3.9466	4.3304	3.4462	2.3386	1.9024	1.3560	1.3463	1.5764	1.5404	1.2439	1.1964	1.2338	1.1451	3.1956	2.3496	2.6332	2.0328	2.7029	0.9884
1945  01	2.5082	2.1571	2.2843	2.9699	2.6769	2.0414	1.9530	1.8664	1.8305	1.8119	1.7476	1.7241	3.7243	2.4925	1.7597	1.7570	1.8250	2.3318	2.2759	1.8941	1.7976	3.9980	1.7458	2.1831	2.1237	0.7492	0.4654	0.3610	0.3709	0.2741	0.3127	0.0000	0.2071	0.2792	0.2521	2.0119	1.9941	1.8349	1.6908	1.8386	0.6523
1945  02	5.8942	4.7410	5.0325	6.5688	5.8111	4.4316	4.2398	4.0516	2.9073	3.5556	3.1807	3.7753	5.4957	4.6322	4.3187	4.2337	4.0364	5.2522	4.5079	4.6729	4.4399	5.8554	2.3110	4.4002	1.6507	3.9322	3.0740	2.5003	2.6157	2.5324	2.7802	0.9462	1.6836	1.7479	1.6048	1.6913	3.2891	2.7359	2.8209	3.5142	1.6152
