Rainfall (inch/month)																																									
Year Month	WBA10	WBA11	WBA12	WBA13	WBA14	WBA15N	WBA15S	WBA16	WBA17N	WBA17S	WBA18	WBA19	WBA2	WBA20	WBA21	WBA22	WBA23	WBA24	WBA25	WBA26N	WBA26S	WBA3	WBA4	WBA5	WBA6	WBA60N	WBA60S	WBA61	WBA62	WBA63	WBA64	WBA70	WBA71	WBA72	WBA73	WBA7N	WBA7S	WBA8N	WBA8S	WBA9	WBA90
1964  04	0.5016	0.6733	1.1271	1.4135	1.4931	1.1387	1.0894	1.0410	0.2633	0.6590	0.5391	0.9057	0.0185	0.3161	0.1561	0.3143	0.8997	0.9988	0.2955	0.1665	0.1584	0.0133	0.0805	0.3339	0.1448	0.3208	0.2510	0.2500	0.3016	0.4138	0.6286	0.1276	0.2343	0.4613	0.4446	0.1490	0.2773	0.2421	0.3110	0.3082	0.5512
1964  05	1.2313	0.7768	0.6536	0.8860	0.6457	0.4924	0.4711	0.4502	0.1795	0.3179	0.2709	0.3986	1.2754	0.1112	0.1719	0.2222	0.4044	0.4710	0.1428	0.1873	0.1789	1.3841	0.3860	0.8830	0.2703	0.7512	0.4698	0.1267	0.1606	0.2571	0.3840	0.1382	0.0974	0.0190	0.0269	0.2525	0.1672	0.3310	0.1815	0.4867	0.0320
1964  06	1.0375	0.6622	0.4618	0.6378	0.4170	0.3180	0.3042	0.2907	0.4427	0.3519	0.3628	0.2770	1.3854	0.6335	0.3975	0.3722	0.3018	0.4079	0.6303	0.4267	0.4064	1.4845	0.6983	0.8955	0.9074	0.6748	0.5807	0.4500	0.3588	0.4047	0.2655	0.6698	0.4764	0.3995	0.3637	0.8314	0.4917	0.6036	0.3964	0.5786	0.0976
1964  07	0.0228	0.0124	0.0037	0.0062	0.0000	0.0000	0.0000	0.0000	0.0120	0.0053	0.0069	0.0006	0.0000	0.0104	0.0096	0.0078	0.0014	0.0035	0.0100	0.0104	0.0099	0.0000	0.0000	0.0137	0.0000	0.0061	0.0130	0.0272	0.0133	0.0002	0.0000	0.0425	0.0249	0.0010	0.0000	0.0010	0.0117	0.0093	0.0096	0.0140	0.0000
1964  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0040	0.0000	0.0039	0.1473	0.0495	0.0575	0.0467	0.0083	0.0212	0.0725	0.0624	0.0599	0.0645	0.4690	0.1646	0.0000	0.1305	0.1332	0.0316	0.0426	0.1204	0.1271	0.1276	0.0528	0.0049	0.0077	0.0000	0.0102	0.0000	0.0029	0.0000	0.0137
1964  09	0.8437	0.4720	0.1665	0.2630	0.0404	0.0308	0.0294	0.0281	0.4546	0.1913	0.2719	0.0242	0.4111	0.0219	0.0000	0.0051	0.0237	0.0255	0.0000	0.0000	0.0000	0.3368	0.8985	0.8512	0.9653	0.0520	0.0287	0.0235	0.0002	0.0156	0.0004	0.0957	0.0857	0.2277	0.2132	0.8828	0.3726	0.5981	0.3441	0.5253	0.2196
1964  10	1.9267	1.6760	1.6901	2.2023	1.9639	1.4977	1.4329	1.3693	1.7108	1.4866	1.4937	1.2802	1.6742	2.6909	1.5075	1.4562	1.3687	1.7865	2.5688	1.6131	1.5342	1.7207	1.2215	1.6230	1.2356	2.0083	1.6524	1.3825	1.4344	1.7190	1.1386	1.0100	1.4284	2.6700	2.4587	1.2248	1.9379	1.4660	1.5698	1.5886	1.8518
1964  11	6.7607	4.8449	4.1954	5.6064	4.4122	3.3647	3.2191	3.0762	3.4097	3.1148	3.1063	2.8177	6.0972	3.4165	2.5489	2.6158	2.9583	3.7164	3.2645	2.7475	2.6122	6.1919	5.0131	5.9767	5.2127	2.9006	2.4454	2.1775	2.1086	2.1013	1.7372	1.6160	1.6509	1.2030	1.0716	4.8489	3.4637	4.0262	3.0378	4.0743	0.9428
1964  12	6.0994	4.5884	4.4072	5.8187	4.8695	3.7135	3.5528	3.3951	2.9312	3.3011	2.9499	3.2910	11.2640	6.8260	5.4885	5.0481	3.6490	5.0814	6.7964	5.9217	5.6315	12.1175	4.0201	5.1578	2.7897	6.9610	5.2058	3.0691	3.1709	3.7005	3.1684	2.4347	2.6122	2.8964	2.6588	2.6896	3.7805	3.0679	2.9145	3.5919	1.5889
1965  01	6.1678	5.3796	5.5951	7.2760	6.5510	4.9958	4.7796	4.5675	5.0847	4.6158	4.6247	4.1672	5.6826	5.0457	3.5382	3.6816	4.3565	5.4262	4.7102	3.8091	3.6193	5.8327	4.0498	5.2391	3.7744	2.7031	2.0526	1.2422	1.2249	1.5028	1.1563	1.3609	1.1019	0.8160	0.7393	3.7299	5.1300	4.4436	4.5262	4.8587	1.1232
1965  02	1.1629	0.9126	0.9154	1.2012	1.0358	0.7899	0.7557	0.7222	0.6221	0.6526	0.6267	0.6523	1.0728	0.6096	0.4632	0.5053	0.6752	0.8231	0.5966	0.4995	0.4753	1.0446	1.0074	1.0720	0.6661	0.6334	0.5941	0.6097	0.5554	0.5218	0.5005	0.4997	0.4898	0.3995	0.3620	0.6354	0.6271	0.6520	0.5680	0.7214	0.3170
1965  03	2.6906	1.6156	1.0433	1.4654	0.8609	0.6565	0.6281	0.6002	0.8494	0.7528	0.7120	0.6193	1.2434	0.9728	1.5379	1.3627	0.7287	1.1115	1.0072	1.6756	1.5922	1.1140	1.6411	2.2181	0.8784	1.5445	1.3456	1.4622	1.0902	0.6827	0.7510	1.4459	1.2228	0.7911	0.6984	0.8416	0.8793	1.0336	0.7458	1.3279	1.0861
1965  04	3.9105	3.2976	3.6343	4.7194	4.2776	3.2621	3.1210	2.9825	2.2014	2.6186	2.3766	2.7586	8.1908	3.7085	2.8666	2.8556	2.9249	3.7479	3.5486	3.0910	2.9368	8.7077	3.7171	3.7450	3.0504	2.6357	2.1694	2.1000	1.9094	2.0777	1.6216	2.1901	1.9858	2.1341	1.9496	2.8546	2.5492	2.4564	2.1427	2.4891	2.3757
1965  05	0.0228	0.0678	0.1261	0.1558	0.1749	0.1334	0.1276	0.1219	0.0718	0.0965	0.0867	0.1092	0.1719	0.0077	0.0663	0.0767	0.1125	0.1351	0.0083	0.0729	0.0692	0.1955	0.0152	0.0205	0.0483	0.0321	0.0165	0.0000	0.0033	0.0089	0.0013	0.0000	0.0000	0.0002	0.0000	0.0482	0.0585	0.0526	0.0650	0.0486	0.0000
1965  06	0.0000	0.0160	0.0282	0.0345	0.0404	0.0308	0.0294	0.0281	0.0359	0.0287	0.0311	0.0242	0.1570	0.0017	0.0000	0.0051	0.0237	0.0255	0.0000	0.0000	0.0000	0.1785	0.0030	0.0014	0.0097	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0114	0.0290	0.0210	0.0295	0.0208	0.0000
1965  07	0.0000	0.0017	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0120	0.0046	0.0069	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0215	0.0000	0.0006	0.0000	0.0030	0.0014	0.0097	0.0949	0.1193	0.0657	0.0071	0.0001	0.0000	0.2339	0.1004	0.0005	0.0000	0.0094	0.0097	0.0087	0.0090	0.0069	0.1105
1965  08	1.1401	1.0431	1.1282	1.4598	1.3452	1.0258	0.9814	0.9379	1.0289	0.9311	0.9409	0.8441	1.4118	0.3604	0.5631	0.6302	0.8722	1.0572	0.3296	0.6140	0.5831	1.3654	1.4076	1.2090	1.0039	0.5501	0.5082	0.7020	0.6473	0.4661	0.1178	0.3296	0.4605	0.3116	0.2532	0.9647	0.8982	0.9458	0.8756	0.9496	0.0624
1965  09	0.0570	0.0484	0.0658	0.0845	0.0807	0.0615	0.0589	0.0563	0.0000	0.0295	0.0210	0.0484	0.0000	0.0000	0.0000	0.0103	0.0474	0.0509	0.0010	0.0000	0.0000	0.0000	0.0000	0.0342	0.0000	0.0217	0.0199	0.0251	0.0197	0.0003	0.0000	0.0000	0.0110	0.0014	0.0000	0.0001	0.0000	0.0078	0.0051	0.0177	0.0011
1965  10	0.0000	0.0036	0.0094	0.0115	0.0135	0.0103	0.0098	0.0094	0.0000	0.0123	0.0035	0.0150	0.0246	0.0066	0.1042	0.0873	0.0231	0.0473	0.0221	0.1145	0.1089	0.0265	0.0070	0.0025	0.0000	0.2219	0.1470	0.0751	0.0918	0.1185	0.1682	0.0319	0.0559	0.0760	0.0731	0.0000	0.0006	0.0000	0.0009	0.0000	0.0269
1965  11	7.1711	5.4435	5.0723	6.7075	5.5690	4.2469	4.0631	3.8828	4.0797	3.8389	3.7919	3.5523	8.7281	4.7891	3.1470	3.2377	3.7226	4.6618	4.6007	3.3824	3.2171	9.1049	5.6038	6.4530	5.9560	3.7170	3.5336	3.7154	3.6778	4.1807	4.0082	3.0194	3.4714	4.9165	4.5629	5.5551	4.2932	4.6194	3.6975	4.5894	3.4761
1965  12	3.0326	2.6667	2.7939	3.6299	3.2822	2.5030	2.3947	2.2884	2.5364	2.3792	2.3107	2.1549	2.0519	2.8017	2.7764	2.6668	2.3288	3.0914	2.8580	3.0077	2.8617	2.0795	1.6680	2.4557	1.6314	3.3723	2.9276	2.2057	2.0828	2.0796	1.8095	1.7649	1.7953	1.6300	1.4764	1.6407	2.6108	2.1462	2.2728	2.4099	2.1352
1966  01	5.5180	3.7784	3.2764	4.3951	3.3898	2.5851	2.4732	2.3635	1.9502	2.1386	2.0016	2.1714	5.7499	3.3144	2.0469	2.0733	2.2842	2.8841	3.1201	2.1959	2.0864	5.9875	3.4196	4.6014	2.9056	1.9722	1.5871	1.4816	1.3669	1.1976	0.8221	1.0419	1.1010	0.7834	0.6826	2.7087	2.2698	2.5100	1.8767	2.8437	0.5310
1966  02	4.0245	2.9947	2.2880	3.0813	2.3271	1.7747	1.6979	1.6225	3.3618	2.2624	2.5372	1.4992	5.4074	2.4878	1.5314	1.5257	1.5863	2.0263	2.2990	1.6443	1.5634	5.4874	4.0784	3.9508	3.3979	1.7476	1.4277	1.1572	0.8174	0.4364	0.8152	1.1270	1.0076	0.8550	0.7887	3.2552	3.2210	3.1615	2.8149	3.1958	1.0457
1966  03	1.0375	0.6858	0.5277	0.7184	0.5112	0.3898	0.3729	0.3564	0.4307	0.3689	0.3804	0.3205	2.0097	0.1349	0.2099	0.2362	0.3309	0.4003	0.1483	0.2290	0.2182	2.1760	0.6548	0.8680	0.5020	0.3820	0.3338	0.2465	0.2300	0.1879	0.0725	0.1488	0.1664	0.0833	0.0660	0.4758	0.3733	0.4937	0.3623	0.5717	0.0299
1966  04	0.9235	0.8279	1.0739	1.3781	1.3183	1.0053	0.9618	0.9191	0.2872	0.6332	0.5075	0.8285	2.9149	0.5908	0.5673	0.6268	0.8564	1.0402	0.5674	0.6140	0.5831	3.2099	0.5519	0.7555	0.2413	0.4989	0.4110	0.4916	0.4274	0.3277	0.1855	0.3615	0.3634	0.2226	0.1886	0.2359	0.3531	0.3371	0.3337	0.4532	0.0524
1966  05	0.2052	0.2034	0.2596	0.3318	0.3228	0.2462	0.2355	0.2251	0.1436	0.1899	0.1664	0.2089	0.0207	0.1406	0.2292	0.2279	0.2229	0.2885	0.1625	0.2498	0.2378	0.0143	0.0936	0.1610	0.1641	0.3162	0.2820	0.2083	0.2069	0.2310	0.9214	0.0957	0.1757	0.3132	0.3314	0.1557	0.1438	0.1445	0.1359	0.1468	0.1380
1966  06	0.0000	0.0051	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0359	0.0139	0.0206	0.0002	0.0299	0.1211	0.0019	0.0000	0.0000	0.0000	0.1109	0.0000	0.0001	0.0340	0.0000	0.0000	0.0000	0.0129	0.0447	0.0989	0.0595	0.0013	0.0127	0.0957	0.0725	0.0045	0.0006	0.0030	0.0547	0.0186	0.0346	0.0208	0.1423
1966  07	0.0000	0.0072	0.0188	0.0230	0.0269	0.0205	0.0196	0.0188	0.0000	0.0159	0.0070	0.0220	0.0000	0.1064	0.0868	0.0735	0.0283	0.0487	0.1070	0.0937	0.0890	0.0000	0.0000	0.0000	0.0000	0.0754	0.0805	0.1019	0.0335	0.0140	0.0566	0.2445	0.1521	0.1651	0.1555	0.0000	0.0223	0.0000	0.0081	0.0000	0.0701
1966  08	0.0228	0.0107	0.0037	0.0062	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.1064	0.0918	0.0014	0.0000	0.0000	0.0000	0.0830	0.0000	0.0000	0.1041	0.1134	0.0570	0.1158	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1013	0.0206	0.0328	0.0059	0.0071	0.0000
1966  09	0.0342	0.0195	0.0056	0.0093	0.0000	0.0000	0.0000	0.0000	0.0239	0.0126	0.0138	0.0033	0.2014	0.0684	0.0484	0.0389	0.0069	0.0176	0.0688	0.0520	0.0495	0.2136	0.0821	0.0505	0.0386	0.0424	0.0332	0.0001	0.0228	0.0696	0.0807	0.0000	0.0115	0.0601	0.0591	0.0358	0.0337	0.0270	0.0221	0.0245	0.0328
1966  10	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1966  11	9.6907	7.8613	8.0833	10.5667	9.2817	7.0782	6.7719	6.4714	5.7547	5.9968	5.7192	5.9233	8.4402	7.3720	5.2962	5.4454	6.2131	7.7920	7.0419	5.7032	5.4211	8.4562	6.9088	8.4087	5.4540	4.6485	3.5308	1.8529	1.7217	1.8723	1.8222	1.7968	1.6784	1.7392	1.6053	5.2580	6.1626	5.7036	5.3417	6.3416	1.1127
1966  12	5.2444	4.6279	5.3874	6.9568	6.4703	4.9342	4.7207	4.5112	3.0150	3.7606	3.4138	4.0977	6.5966	4.8159	3.2240	3.4145	4.2634	5.2588	4.6507	3.4656	3.2954	7.0272	3.0575	4.3089	2.8670	3.7706	3.0621	2.3614	2.4194	2.8723	3.1271	1.8818	2.1581	2.9617	2.7693	2.7633	3.4312	3.0136	2.9593	3.3744	2.8710
1967  01	11.7542	9.4356	9.5417	12.4953	10.8824	8.2989	7.9398	7.5874	6.9870	7.2259	6.8434	7.0446	12.1636	10.7645	7.6760	7.5638	7.4942	9.6704	10.3023	8.2634	7.8537	12.6577	7.0437	9.6939	5.4154	7.1419	5.8131	4.6639	3.7839	2.7879	3.2279	4.0932	3.6904	2.3261	2.0905	5.3289	7.8563	6.6147	6.5718	7.6960	1.7339
1967  02	0.6840	0.6507	0.6863	0.8874	0.8206	0.6258	0.5987	0.5721	0.7657	0.6242	0.6533	0.5180	0.6573	0.4832	0.3855	0.4157	0.5376	0.6590	0.4527	0.4163	0.3958	0.6797	0.4324	0.5745	0.3958	0.4308	0.3311	0.2159	0.2623	0.3620	0.0796	0.1595	0.2004	0.3021	0.2678	0.4105	0.7128	0.5914	0.6540	0.6556	0.0634
1967  03	4.6629	3.9254	4.0494	5.2800	4.6946	3.5801	3.4252	3.2732	3.3380	3.2916	3.1384	3.0862	5.7112	5.4222	4.0091	3.8271	3.3332	4.4276	5.2603	4.3190	4.1061	6.0803	2.6934	3.8232	2.5774	4.3830	3.5107	2.6551	2.5261	2.4236	1.8770	1.9881	1.9902	1.3163	1.1496	2.5363	3.8109	3.0269	3.1241	3.3805	1.0486
1967  04	6.0994	5.2308	5.0285	6.5784	5.7573	4.3905	4.2005	4.0141	5.7546	4.5984	4.8038	3.7025	4.8393	4.6579	3.7114	3.7287	3.9163	4.9924	4.3298	4.0068	3.8067	5.1029	2.6820	4.6867	2.7415	4.5361	3.4988	3.4705	3.7341	4.5336	5.1327	2.5304	2.8681	3.2359	3.0424	2.8823	5.5707	4.5166	4.9517	5.2249	2.8156
1967  05	0.5016	0.2571	0.1387	0.2049	0.0807	0.0615	0.0589	0.0563	0.0000	0.0376	0.0210	0.0559	0.9813	0.0072	0.1137	0.1037	0.0640	0.0933	0.0190	0.1249	0.1187	1.0620	0.2996	0.4116	0.1738	0.2133	0.1491	0.1297	0.3363	0.6649	0.2605	0.0106	0.0707	0.0817	0.0661	0.1525	0.0018	0.1133	0.0051	0.1560	0.0271
1967  06	1.4137	1.3319	1.3142	1.7066	1.5469	1.1797	1.1286	1.0786	1.7706	1.2989	1.4198	0.9735	1.1928	1.7145	0.6689	0.7259	1.0032	1.2163	1.5383	0.7077	0.6724	1.2225	1.0370	1.2540	1.3611	0.7103	0.5444	0.5006	0.3559	0.1686	0.3785	0.4678	0.3770	0.1103	0.0999	1.3390	1.7820	1.4586	1.5293	1.4637	0.6834
1967  07	0.0114	0.0071	0.0019	0.0031	0.0000	0.0000	0.0000	0.0000	0.0120	0.0046	0.0069	0.0000	0.0022	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0010	0.0131	0.0120	0.0193	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0179	0.0098	0.0127	0.0090	0.0105	0.0000
1967  08	0.0342	0.0233	0.0244	0.0323	0.0269	0.0205	0.0196	0.0188	0.0000	0.0098	0.0070	0.0161	0.0523	0.0000	0.0000	0.0034	0.0158	0.0170	0.0000	0.0000	0.0000	0.0595	0.0061	0.0233	0.0193	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0169	0.0001	0.0096	0.0017	0.0106	0.0000
1967  09	0.0798	0.0891	0.1166	0.1482	0.1480	0.1128	0.1080	0.1032	0.0837	0.0893	0.0866	0.0914	0.0365	0.0707	0.0389	0.0499	0.0925	0.1075	0.0651	0.0416	0.0396	0.0369	0.0362	0.0621	0.0483	0.0416	0.0254	0.0001	0.0195	0.0588	0.0927	0.0000	0.0038	0.0224	0.0248	0.0493	0.0819	0.0666	0.0764	0.0733	0.0163
1967  10	0.4332	0.3383	0.3157	0.4166	0.3497	0.2667	0.2552	0.2438	0.2871	0.2569	0.2559	0.2264	0.8846	0.1855	0.2487	0.2468	0.2415	0.3125	0.1797	0.2706	0.2571	0.9935	0.0924	0.2961	0.1158	0.4467	0.2800	0.1886	0.1416	0.0341	0.0244	0.0851	0.1217	0.0770	0.0635	0.1256	0.2672	0.2377	0.2478	0.3008	0.0358
1967  11	3.3404	2.4243	2.4112	3.1838	2.6634	2.0311	1.9432	1.8570	0.9931	1.4436	1.2627	1.6778	3.3177	1.2795	1.2020	1.3116	1.7383	2.1221	1.2809	1.3009	1.2372	3.4803	1.7974	2.6816	1.4866	1.8828	1.3978	0.9909	1.0827	1.3439	1.3575	0.6804	0.8992	1.3814	1.2883	1.3860	1.0664	1.3527	0.9883	1.6130	2.9429
1967  12	2.2460	1.7524	1.5730	2.0816	1.7218	1.3131	1.2562	1.2005	1.6510	1.3338	1.3964	1.0937	3.9675	1.2560	0.9078	0.9506	1.1420	1.4184	1.2023	0.9783	0.9307	4.1254	2.3701	2.2395	1.9499	1.5358	1.2330	1.0628	0.8361	0.8947	1.3064	1.4565	1.1077	1.0635	1.0079	1.8448	1.5899	1.6616	1.4206	1.6533	0.8089
1968  01	8.3454	6.1940	5.5565	7.3823	5.9860	4.5649	4.3674	4.1736	4.6899	4.2344	4.2510	3.8108	7.9240	6.2194	3.2542	3.3607	3.9802	4.9567	5.8059	3.4760	3.3042	8.1153	5.7403	7.1861	5.2996	3.6674	2.8767	2.3010	1.6705	1.3450	0.9016	3.0832	2.1096	0.9284	0.8000	5.0330	5.0821	4.9284	4.2712	5.3074	0.9410
1968  02	4.9822	4.4563	4.7701	6.1837	5.6497	4.3085	4.1220	3.9391	4.2113	3.8336	3.8885	3.5162	7.2601	2.9102	1.9064	2.2516	3.5930	4.2610	2.6919	2.0502	1.9493	7.6940	3.7843	4.4381	3.9095	2.1134	1.7311	1.3776	1.4864	1.8697	1.5387	1.1589	1.1814	1.2501	1.1489	3.7742	3.9880	3.8635	3.6861	3.9849	0.9803
1968  03	4.0131	3.3081	3.3781	4.4134	3.8875	2.9646	2.8363	2.7105	2.6680	2.6201	2.5436	2.4879	3.7920	2.6973	2.3300	2.3779	2.6196	3.3076	2.6357	2.5186	2.3949	4.1165	1.3686	2.9362	1.5252	2.6696	2.5956	2.9565	2.3986	1.4364	1.5112	2.0307	2.1279	1.2721	1.1051	1.5598	2.6957	2.3217	2.4047	2.7909	1.0874
1968  04	0.2622	0.2221	0.2030	0.2667	0.2287	0.1744	0.1668	0.1594	0.2632	0.2127	0.2107	0.1631	0.7738	0.3947	0.3845	0.3404	0.1897	0.2855	0.4053	0.4163	0.3961	0.8353	0.3457	0.2925	0.4537	0.4401	0.4338	0.4432	0.3652	0.4883	0.9014	0.7442	0.4558	0.2159	0.2253	0.4189	0.2945	0.2883	0.2350	0.2338	0.5663
1968  05	0.8095	0.4647	0.1703	0.2653	0.0538	0.0410	0.0393	0.0375	0.4905	0.2316	0.2960	0.0529	0.2502	0.2632	0.3065	0.2559	0.0759	0.1469	0.2502	0.3330	0.3165	0.1984	0.4496	0.6494	0.1834	0.3113	0.2501	0.2233	0.1159	0.0293	0.2585	0.3296	0.2216	0.1287	0.1265	0.2020	0.4457	0.4119	0.3859	0.5354	0.0771
1968  06	0.2508	0.4806	0.5589	0.7010	0.7398	0.5642	0.5398	0.5158	1.1485	0.7319	0.8525	0.4580	0.5988	0.0692	0.2178	0.2731	0.4666	0.5481	0.0196	0.2394	0.2270	0.6071	0.4119	0.3025	0.2413	0.0489	0.0091	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3068	0.9280	0.6905	0.9096	0.7423	0.0000
1968  07	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
1968  08	0.5700	0.4294	0.3099	0.4191	0.3094	0.2359	0.2257	0.2157	0.5503	0.3322	0.3968	0.1907	1.5898	0.1415	0.0775	0.1016	0.1929	0.2235	0.1058	0.0833	0.0789	1.6263	1.3997	0.8888	1.8244	0.1181	0.2334	0.6488	0.0061	0.0010	0.0232	2.6473	1.0955	0.0006	0.0019	1.6418	0.4797	0.8299	0.4400	0.4956	0.1125
1968  09	0.0342	0.0233	0.0244	0.0323	0.0269	0.0205	0.0196	0.0188	0.0000	0.0098	0.0070	0.0161	0.0396	0.0000	0.0000	0.0034	0.0158	0.0170	0.0000	0.0000	0.0000	0.0435	0.0131	0.0257	0.0193	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0169	0.0001	0.0096	0.0017	0.0106	0.0000
1968  10	2.8046	1.9678	1.9092	2.5322	2.0716	1.5798	1.5114	1.4443	0.6700	1.0634	0.9232	1.2858	2.6124	0.6239	0.6527	0.7926	1.3116	1.5474	0.5904	0.7077	0.6721	2.7691	1.2357	2.1484	1.0136	0.7088	0.6552	0.9426	0.8805	0.9050	1.1709	0.8293	0.7569	0.5400	0.5046	0.9449	0.6691	0.9910	0.6695	1.2596	1.5589
1968  11	3.9675	3.7058	4.1520	5.3564	5.0040	3.8161	3.6509	3.4889	3.5055	3.3751	3.3150	3.1783	4.4951	3.2252	2.6404	2.7689	3.3200	4.1252	3.1218	2.8516	2.7117	4.7483	2.6355	3.4019	3.1276	3.3311	3.0740	3.3264	3.2316	2.9737	2.2862	1.9881	2.3747	1.8316	1.6113	3.0307	3.4839	3.1589	3.1343	3.2611	1.3004
1968  12	8.1174	5.8885	4.9919	6.6760	5.2327	3.9905	3.8178	3.6483	4.7137	3.9521	4.0691	3.3430	11.8308	5.6737	3.0185	3.0782	3.5042	4.3966	5.4281	3.2263	3.0706	12.3500	6.6185	7.3510	5.0872	3.8352	3.5848	3.1602	3.0350	3.0543	3.0779	2.4028	2.4717	2.0460	1.8689	4.8490	4.9837	4.8552	4.2075	5.2504	1.4416
1969  01	12.0050	9.9916	10.8348	14.0941	12.6715	9.6633	9.2451	8.8348	6.7000	7.8333	7.1430	8.1747	11.0504	9.4033	8.5632	8.5385	8.6785	11.1384	9.0502	9.2625	8.7995	11.4857	6.9324	9.8359	6.4193	7.2894	5.5528	4.3509	5.1119	6.8652	5.9137	3.1257	3.7496	4.8929	4.5221	6.1831	7.3336	6.7574	6.3798	7.6079	7.6493
1969  02	9.7933	8.0737	7.9024	10.3528	8.9992	6.8628	6.5658	6.2744	7.4296	6.6868	6.6088	5.8890	11.4791	7.8833	7.3183	7.0675	6.3417	8.3654	7.5421	7.9199	7.5246	11.7256	8.4904	9.0961	7.7901	6.4043	5.2643	4.9483	4.7495	4.7108	4.3862	3.5297	4.0417	4.3867	4.0022	7.4403	7.6044	7.1822	6.6013	7.3422	5.0022
1969  03	2.0179	1.9200	2.0157	2.6069	2.4079	1.8362	1.7568	1.6788	2.2851	1.8437	1.9391	1.5174	1.8079	1.5183	1.0912	1.1857	1.5715	1.9185	1.4093	1.1760	1.1180	1.8420	1.5497	1.8111	1.8341	1.4869	1.0782	0.7396	0.6607	0.8836	1.4493	1.0951	0.7346	0.4565	0.4592	1.7960	2.1485	1.9288	1.9544	1.9491	0.6266
1969  04	2.9870	2.1102	2.0427	2.7082	2.2195	1.6926	1.6194	1.5475	0.7897	1.2070	1.0304	1.4162	2.2018	1.3382	1.2693	1.3096	1.4871	1.8667	1.3463	1.3738	1.3063	2.3437	1.0649	2.1997	1.0715	1.8863	1.5301	1.4013	1.6265	1.9862	1.7658	0.7761	0.9953	0.8752	0.7988	1.0057	0.9140	1.0928	0.8115	1.3855	0.9660
1969  05	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0060	0.0000	0.0057	0.0224	0.0054	0.0852	0.0701	0.0124	0.0318	0.0245	0.0937	0.0893	0.0255	0.0000	0.0000	0.0000	0.0934	0.0817	0.0000	0.0000	0.0007	0.0198	0.0000	0.0000	0.0004	0.0013	0.0000	0.0005	0.0000	0.0000	0.0000	0.0365
1969  06	0.8551	0.5636	0.4696	0.6344	0.4708	0.3590	0.3435	0.3283	0.2512	0.2704	0.2667	0.2829	0.4014	0.0495	0.0100	0.0676	0.2781	0.3007	0.0379	0.0104	0.0100	0.4057	0.3403	0.6434	0.3475	0.0329	0.0240	0.0000	0.0000	0.0000	0.0029	0.0000	0.0000	0.0000	0.0000	0.3257	0.2127	0.3363	0.2209	0.4112	0.0033
1969  07	0.0570	0.0391	0.0282	0.0385	0.0269	0.0205	0.0196	0.0188	0.0359	0.0238	0.0276	0.0161	0.0110	0.0017	0.0000	0.0034	0.0158	0.0170	0.0020	0.0000	0.0001	0.0048	0.0350	0.0465	0.0000	0.0086	0.0091	0.0001	0.0228	0.0650	0.0658	0.0000	0.0000	0.0027	0.0045	0.0030	0.0289	0.0264	0.0287	0.0385	0.1365
1969  08	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0201
