Rainfall (inch/month)																																									
Year Month	WBA10	WBA11	WBA12	WBA13	WBA14	WBA15N	WBA15S	WBA16	WBA17N	WBA17S	WBA18	WBA19	WBA2	WBA20	WBA21	WBA22	WBA23	WBA24	WBA25	WBA26N	WBA26S	WBA3	WBA4	WBA5	WBA6	WBA60N	WBA60S	WBA61	WBA62	WBA63	WBA64	WBA70	WBA71	WBA72	WBA73	WBA7N	WBA7S	WBA8N	WBA8S	WBA9	WBA90
1942  02	7.912156552	6.356566766	6.445743063	8.439039696	7.358075309	5.611271669	5.368429638	5.130189386	4.677957113	4.707391293	4.600512409	4.604983377	8.183366836	3.507277883	2.871015752	3.254920111	4.73676481	5.695616792	3.21583434	3.101363212	2.945471634	8.620805623	4.426230501	6.430584164	4.170140262	2.239407702	1.760988655	1.692126594	1.687650647	1.581846338	1.160692532	0.871802539	1.236367851	1.284532961	1.143438773	4.043912949	4.482136171	4.573790269	4.177499434	5.165804778	0.525132484
1942  03	2.485374825	2.515599757	2.864251958	3.677306377	3.510891509	2.677407506	2.561535897	2.447860018	2.847403626	2.611824241	2.54891024	2.317093465	1.764815764	2.162477373	3.163531746	3.02278423	2.521308331	3.384002778	2.118539312	3.444802762	3.271949562	1.749943783	1.715358233	2.146990485	1.737558442	2.164696935	1.734701526	1.511578591	1.383431531	1.133689972	1.109506592	0.92496123	1.099353184	0.894679984	0.79637667	1.75886281	2.717705416	2.259238164	2.477612258	2.419672607	1.149682482
1942  04	6.931687584	5.534384615	5.908550666	7.713076063	6.820007645	5.200941017	4.975857086	4.755038425	3.158611207	4.028152578	3.587219975	4.386438769	6.008013385	4.998590255	4.409406954	4.431975056	4.641845571	5.920699459	4.814670365	4.766524668	4.528286193	6.00123754	5.127598865	6.091528837	4.285977491	3.577066432	3.44434344	4.304945615	3.82278887	2.660248425	1.959743726	2.222033301	3.031017264	2.64805762	2.318459252	4.017811381	3.584925336	3.682563755	3.095766437	3.982148083	1.558046624
1942  05	2.553779636	1.768339249	1.623385374	2.164984124	1.721816526	1.313058087	1.256232164	1.200483074	0.753764221	0.994216853	0.880537429	1.100047199	2.230866207	0.320733529	1.016842681	1.051750674	1.159969509	1.464318	0.417341492	1.113576724	1.059502957	2.189160274	1.685072274	2.134758808	0.328205484	1.491421509	1.106777284	0.572475177	0.854416474	1.367829419	0.894414042	0.340215625	0.466114468	0.630650814	0.574755278	0.352316068	0.662721355	0.824554801	0.689212636	1.230021538	0.35856052
1942  06	0	0	0	0	0	0	0	0	0	0	0	0.00055109	0.190812454	0.266250381	0.00417755	0	0	0	0.240749213	0	0	0.198515579	0.172034249	0.068855314	0.279939971	0	0	0	0	0	0	0	0	0	0	0.24480101	0.059357429	0.071627303	0.016976559	0	0
1942  07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942  08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1942  09	0.171012029	0.080287361	0.028016688	0.046318213	0	0	0	0	0	0.002014636	0	0.001930666	0.103322475	0.020156473	0.028700782	0.023352148	0.004149732	0.010587637	0.026728581	0.031221777	0.029813144	0.097496722	0.130458584	0.152270684	0.125490332	0.050184704	0.040684764	1.65451E-05	0	0	0	0	0	0	0	0.109912943	0.004965518	0.055581792	0.001170797	0.05317566	0
1942  10	0.501635286	0.38922188	0.326948485	0.435130579	0.349743982	0.266714924	0.255172158	0.243848124	0.418727476	0.308616077	0.331578282	0.228158701	1.16509826	0.752487173	0.266950241	0.25462474	0.24290245	0.316023103	0.68978744	0.280995996	0.267008782	1.215626323	0.572851442	0.509566512	0.241327561	0.166497265	0.18865668	0.248841386	0.197462023	0.112437658	0.022285332	0.159476074	0.21693028	0.308148233	0.276001478	0.246381414	0.494999848	0.34729504	0.382341185	0.398166203	0.063714436
1942  11	3.819268653	2.658971926	2.103717319	2.841533163	2.111915582	1.61054781	1.540847263	1.47246752	2.093655591	1.734340062	1.752223999	1.410991943	4.999366076	2.65766083	2.140568037	1.99650122	1.548315287	2.116381153	2.697531245	2.31041152	2.199651271	5.235638284	2.49312548	3.211543312	1.428659164	3.676308461	2.933373728	1.969143291	1.6804495	1.373935453	0.694783391	1.79676377	1.477605053	0.466823406	0.353133886	1.427397883	2.231437773	1.973242738	1.860935239	2.398511076	0.247572604
1942  12	6.019623429	4.832218413	4.403500141	5.808584437	4.882964053	3.723750669	3.562595902	3.404494967	4.869243276	3.888548814	4.067705638	3.132202252	5.606557629	3.279397491	3.037602357	3.080425483	3.306967225	4.197022488	3.044620187	3.288693876	3.124140975	5.778454189	3.802608845	5.053713622	3.45581068	2.43660951	2.087500462	2.165133802	1.88063357	1.393238126	1.581786268	1.435284668	1.565670731	1.065623047	0.950985293	3.433240638	4.579016307	4.230309033	4.148814886	4.68804028	1.229312279
1943  01	9.18904637	6.492600776	5.158094871	6.954768998	5.219256343	3.980207326	3.807953747	3.638964318	5.443490913	4.495055669	4.485207647	3.590005458	10.31315869	9.066185926	6.799028458	6.143382186	4.041314748	5.778601518	8.593604405	7.326710406	6.959659342	10.50439149	7.222095704	8.211873733	5.270593942	5.44434078	3.836633423	2.386192389	2.165782114	2.115676896	1.899785083	2.158242871	1.96003173	1.466183858	1.320402716	5.07123403	6.268241214	5.426863789	4.953883366	6.005700937	2.51685949
1943  02	2.975609308	2.058657763	1.494797426	2.037522631	1.439331002	1.097634495	1.050131574	1.00352882	1.926137893	1.358852961	1.481238225	0.945291813	3.213093016	1.637325358	1.216380889	1.163741317	1.020226058	1.353087588	1.607891985	1.311314647	1.248249694	3.099989867	2.938721088	2.858436329	1.332128139	2.085680442	1.760923521	1.504725239	1.230563683	1.295856349	1.708111925	1.956239844	1.416726524	0.919451884	0.869315914	1.328188974	1.884476964	1.746066238	1.631663763	2.039304113	1.102912647
1943  03	4.400709552	3.954792144	4.825503676	6.210346075	5.86493754	4.472604109	4.279040808	4.08914547	2.213475169	3.246092341	2.795776778	3.747508784	5.069304277	2.663348807	3.446254594	3.547740763	3.94496477	4.97206202	2.924365973	3.746613276	3.566655925	5.172177153	3.462837373	3.931698535	2.442234922	5.349965448	4.715043903	3.979066979	3.77444839	3.708978782	3.312600098	2.934359766	3.291224018	3.576264089	3.253947875	2.324292445	2.32424621	2.374303528	2.183094332	2.648503825	3.063250118
1943  04	3.705260633	2.970172995	2.979377569	3.90411831	3.389826285	2.585083109	2.473207073	2.363451052	2.249240497	2.241288141	2.17355248	2.154851559	3.976293322	1.398005269	1.827379131	1.917628921	2.256500585	2.81350498	1.36091732	1.987786488	1.888823413	4.103092351	2.48368404	3.152342623	1.843742569	1.839355105	1.466587439	1.308523011	1.098541875	0.793983577	0.822394875	0.98875166	0.980777929	0.624729776	0.551956899	1.803200668	2.088191018	2.144286128	1.97904003	2.453014792	1.029811263
1943  05	0.478833682	0.244541986	0.125517149	0.187241732	0.067258458	0.051291332	0.049071569	0.04689387	0.011966513	0.038645579	0.024347269	0.049965415	0.499883104	0.403736413	0.13878678	0.117525807	0.058895196	0.091857891	0.39314628	0.145701627	0.138831182	0.563784811	0.020998014	0.294884627	0	0.157531836	0.128288926	0.005264903	4.87448E-05	0	0	0.021263477	0.008799346	0	0	0.001484023	0.095642981	0.071915639	0.038416376	0.155811399	0
1943  06	0.35342486	0.219644022	0.180284255	0.245356217	0.174871991	0.133357462	0.127586079	0.121924062	0.047861332	0.106041099	0.072932479	0.127244347	1.401614652	0.188503674	0.334074167	0.294669429	0.151190968	0.23388962	0.176330723	0.364254068	0.345375589	1.549133632	0.236376117	0.298389323	0.106184127	0.120248339	0.026275615	0.005211131	4.87448E-05	0	0	0.021263477	0.008799346	0	0	0.097197342	0.076846177	0.100444787	0.05755387	0.137574566	0
1943  07	0	0.02505607	0.056484508	0.069060881	0.08071015	0.061549598	0.058885883	0.056272644	0.023930329	0.038808595	0.03471934	0.048512065	0	0.065422537	0.001008374	0.010258941	0.047435738	0.0509387	0.058111879	0	0	0	0.021251564	0.009504732	0.067571717	0	0	0	0	0	0	0	0	0	0	0.061080414	0.033601441	0.029671819	0.027180406	0.013839101	0
1943  08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943  09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1943  10	0.387627266	0.381799021	0.298856609	0.392741623	0.33629229	0.256456658	0.245357844	0.23446935	0.765657896	0.431009237	0.52755435	0.21220562	0.862168875	0.303605854	0.155567761	0.167290375	0.219780811	0.268711983	0.267225681	0.166516146	0.158488359	0.915764092	0.415409704	0.390237969	0.386124098	0.408264772	0.314055383	0.287492086	0.295411146	0.239191153	0.208696095	0.042526953	0.178527688	0.224078842	0.20064844	0.401748727	0.675716359	0.548240796	0.612840326	0.563382727	0.058185388
1943  11	2.553779636	1.615405703	1.237407903	1.6930681	1.17029717	0.892469169	0.853845299	0.815953339	0.717847146	0.74835007	0.716656835	0.741675272	1.662819884	0.585878577	0.59526227	0.631365695	0.773579324	0.957422322	0.61126743	0.645250064	0.6144534	1.621668525	1.349357599	2.018979621	0.395777201	0.808074984	0.718725265	0.471988009	0.436986125	0.343259485	0.485661708	0.212634766	0.341789725	0.392580791	0.363941141	0.408420194	0.695246683	0.823270444	0.646074611	1.209262887	0.116147908
1943  12	4.27530073	3.36284908	3.251634137	4.277205146	3.645408425	2.779990169	2.659679034	2.541647758	2.64403697	2.495431076	2.466917623	2.318108123	2.106884189	2.929337318	1.955183702	2.035740108	2.421929438	3.0136322	2.784608743	2.102266338	1.99881049	2.051260191	2.159859566	3.382139365	1.882354979	1.943337236	1.653641649	1.317549463	1.20277497	1.232808933	1.678974466	1.158859473	1.173091428	1.324981996	1.248058974	1.870391694	2.732179513	2.436719852	2.387791415	2.858612158	1.497093241
1944  01	5.15316248	4.263604307	4.223892584	5.527864902	4.829157287	3.682717604	3.523338647	3.366979871	3.840410437	3.46404204	3.462199109	3.095548569	4.512687033	3.537094362	2.966733042	3.011313795	3.264277448	4.134829655	3.334413325	3.205435803	3.045564646	4.625368326	3.316785397	4.355924462	3.224136221	2.628723461	2.442768516	2.904868497	2.502302572	1.983205189	1.004994195	2.328350684	2.254027324	1.545572471	1.324741188	3.144170101	3.815663628	3.519655174	3.392437894	3.823535594	1.06267536
1944  02	8.790018302	7.680553613	8.415894483	10.90977502	9.967703481	7.601375332	7.272406511	6.949671545	6.161517458	6.525888526	6.131215155	6.44431718	6.681917785	5.974680637	6.96759269	6.925982998	6.863931961	8.856666913	5.867889648	7.566077366	7.189187087	7.101139343	3.617850328	6.678363464	4.314936799	5.574515173	4.543207466	3.656679901	3.553567815	3.687571716	3.779692815	2.849305859	2.85146018	2.230728716	2.047795882	4.29484219	6.163349986	5.499046766	5.593458831	6.296797425	4.229763885
1944  03	1.482104253	1.243805902	1.494884553	1.932274054	1.789074984	1.364349419	1.305303733	1.247376944	0.478615346	0.935489036	0.739806188	1.164154378	1.213891397	1.154677387	1.361288696	1.332741516	1.247912826	1.630289354	1.131771032	1.477830792	1.403280941	1.304931491	0.503872261	1.082262553	0.51161443	1.122925128	0.691117786	0.362267666	0.419801924	0.731895789	0.378597848	0.61664082	0.413808082	0.363974121	0.328212329	0.488718104	0.622619675	0.581987152	0.539456786	0.73763774	0.164445713
1944  04	2.918605299	2.545576841	3.010540244	3.886727026	3.618505042	2.759473636	2.640050407	2.52289021	1.435758363	1.992288277	1.765224625	2.277122509	2.420352067	1.812008636	1.597953567	1.752094688	2.356320747	2.869600984	1.795389855	1.727605011	1.642938462	2.418454389	2.28087671	2.626355596	2.422928717	1.953657069	1.6903668	1.53929007	1.412987382	1.276758287	1.408479506	1.105700781	1.199532155	1.066977992	0.976892218	2.241205018	1.536487068	1.763500755	1.412260033	1.737877323	0.519547502
1944  05	1.311092224	1.132633994	1.099718564	1.437060112	1.264459011	0.964277033	0.922545495	0.881604757	1.244230079	1.001263672	1.043757368	0.812202243	2.083982709	1.02781979	0.800489345	0.806799494	0.85796914	1.090964268	0.95163005	0.863802505	0.820578763	2.192804495	0.990116071	1.152573311	0.58883925	0.687864381	0.584833229	0.642135994	0.422366285	0.516900149	0.257914009	1.350230762	0.759297747	0.355238526	0.317405073	0.619771353	1.208927945	0.974512453	1.073216658	1.12731331	0.089716006
1944  06	0.239416841	0.230244514	0.199262802	0.260517996	0.228678757	0.174390527	0.166843334	0.159439158	0.394795124	0.271836644	0.286377544	0.170488158	1.928765519	0.34395693	0.497096072	0.433837561	0.206329939	0.327845366	0.316372035	0.541177473	0.513417538	2.10394921	0.542578801	0.347339089	0.434389611	0.16279228	0.081621183	0.067650389	0.153540191	0.290671756	0.179953031	0	0.048453096	0.108148491	0.100373845	0.412951524	0.38718569	0.348318775	0.329775842	0.30279109	0.196812406
1944  07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944  08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1944  09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001954864	0	5.23805E-05	0	0	0	0	0.112702797	0.066192939	0.042058776	0.058945042	0.078959379	0.048905708	0	0.033648372	0.080806522	0.07426842	0	0	0	0	0	0.019952342
1944  10	2.530978032	1.944069568	2.146838556	2.803376589	2.475111256	1.887521	1.805833735	1.725694419	0.646133719	1.249412977	1.014285761	1.572799476	1.366461585	0.830451717	1.327690097	1.396590364	1.64696687	2.052680665	0.94789608	1.446609015	1.376820148	1.429213826	0.685347949	1.771657335	0.376470996	1.593926321	1.553915411	1.406512859	1.242522059	0.693718288	0.541848986	0.499691699	0.81760323	0.353139208	0.271266006	0.385542545	0.685104553	0.778053486	0.687623924	1.160655496	0.123058147
1944  11	5.79160739	4.821414887	4.83684879	6.322334165	5.555548634	4.236663984	4.053311591	3.873433668	4.28308308	3.93246219	3.905360321	3.560341802	6.485953672	3.760419323	3.405131069	3.461710528	3.75482831	4.755621729	3.561710214	3.684169721	3.500403507	6.372487378	5.756691901	5.612853904	3.793669266	3.848983185	3.162110877	3.346541392	3.648296275	3.868804514	2.44661458	1.584129004	2.264441258	1.883897115	1.634057684	3.679689759	4.216200423	3.982087923	3.782055391	4.278081426	0.841147698
1944  12	4.731332808	3.611385745	3.608767844	4.746024789	4.048959174	3.087738158	2.954108448	2.823010978	2.129642133	2.462773036	2.275965944	2.578489082	4.270029375	3.013656578	2.231280092	2.312772241	2.699222201	3.370672861	2.923147127	2.404076852	2.285869303	4.226454015	3.946559005	4.330391079	3.446157577	2.338576476	1.902447563	1.355974072	1.346305929	1.576379677	1.540412752	1.243913379	1.196365035	1.233805863	1.145118892	3.195570192	2.349630733	2.633216345	2.032751986	2.702873248	0.988409723
1945  01	2.508176429	2.157123089	2.284314268	2.96985303	2.67688663	2.041394995	1.953048442	1.866376029	1.830494811	1.811924645	1.747641611	1.72414374	3.724330933	2.492493887	1.759715626	1.756951834	1.825035701	2.331783552	2.275905968	1.894121156	1.797576855	3.998017855	1.745804347	2.18305931	2.123682541	0.749245086	0.465415267	0.361016747	0.370897939	0.274103782	0.312689115	0	0.207073134	0.279168068	0.252118481	2.011945743	1.994130326	1.834909194	1.690789029	1.838600905	0.652265999
1945  02	5.894214607	4.740963186	5.032526411	6.568817884	5.811130774	4.431571044	4.239783553	4.051630374	2.90733466	3.555580541	3.180741314	3.775300629	5.495717783	4.632197678	4.318694899	4.233681854	4.036449647	5.252202798	4.507927606	4.672859336	4.439894371	5.85536917	2.310975878	4.400235702	1.65068052	3.932168196	3.074008341	2.50030255	2.615700247	2.532440445	2.780190034	0.946224707	1.683613787	1.747935473	1.604797656	1.691345918	3.289146389	2.735860334	2.820936256	3.514238518	1.615164667
1945  03	6.190635458	4.567320473	3.84784358	5.141273543	4.048959174	3.087738158	2.954108448	2.823010978	4.019818438	3.231576048	3.362732806	2.614012628	5.297947744	4.448909998	2.744366096	2.717542803	2.771150882	3.554191911	4.262660483	2.945254325	2.802010626	5.32453538	4.368714498	5.364436424	3.764709958	3.467087824	3.108839312	2.812104033	2.745563204	3.048087428	2.566324967	2.487826758	2.403874861	2.296652518	2.096249493	3.632877151	4.16070193	3.893241366	3.53639655	4.249927856	1.32251958
1945  04	0.022801604	0.102005896	0.210845421	0.259398994	0.295937215	0.225681859	0.215914903	0.206333028	0.083756826	0.146122268	0.125011488	0.18262695	0.33765882	0.100638696	0.077207667	0.09988851	0.184996991	0.215008933	0.109691659	0.083258073	0.079492987	0.351651485	0.153057974	0.067994323	0.019306205	0.396034945	0.341851487	0.408818755	0.293345839	0.435261507	0.186235343	0.946224707	0.491358047	0.135676664	0.116214324	0.023872907	0.087846953	0.051408193	0.087494605	0.055526941	0.037200003
1945  05	1.767124302	1.419180265	1.381539594	1.813798579	1.560396226	1.189958891	1.138460398	1.087937786	1.196392351	1.072117213	1.093107873	0.971965251	3.657089244	1.02712395	0.535592487	0.62646223	0.993169352	1.178921551	0.924232361	0.57239925	0.543675916	3.817011766	1.902985875	1.762569896	1.110106783	0.435512635	0.29312332	0.16708607	0.300864703	0.534386447	0.158492936	0.095685645	0.132464325	0.172877687	0.149178399	1.072092176	1.176297525	1.14571716	1.057172009	1.241436869	0.041501627
1945  06	0.649845711	0.348649073	0.144119752	0.222049798	0.053806766	0.041033065	0.039257255	0.037515096	0.203376098	0.101999079	0.13090581	0.035616163	0.63974713	0.113801382	0.048939046	0.04575954	0.038540045	0.051605196	0.11275533	0.052036295	0.049810794	0.489122591	1.191155212	0.818487417	0.337858586	0.585978661	0.331678372	0.12582728	0.111749278	0.038668933	0.046002053	0	0.054793976	0.008781977	0.002566237	0.313032201	0.1881602	0.280895146	0.162622796	0.319699867	0.005502003
1945  07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001954864	0	5.23805E-05	0	0	0	0	0.022507555	0.014903218	4.13627E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
1945  08	0	0	0	0	0	0	0	0	0	0	0	0.000266043	0	0.128534667	0.002016748	0	0	0	0.116223758	0	0	0	0	0	0	0	0	0	0	0.008217958	0.139330103	0	0.005768892	0.032219313	0.038195799	0	0.027753642	0	0.00819558	0	0.018283324
1945  09	0	0	0	0	0	0	0	0	0	0	0	0	0.037376436	0	0	0	0	0	0	0	0	0.016362203	0.118988746	0.041761306	0	0	0.091985856	0.292065744	0.197853297	0.038596563	0.005042258	0.233898242	0.199074899	0.014198874	0	0	0	0	0	0	0
1945  10	3.557050208	2.784057011	2.682087985	3.530181598	2.999727228	2.287593386	2.188591973	2.091466605	2.165478951	2.107735279	2.024084395	1.963384013	4.91451072	3.001005013	2.439207547	2.350655095	2.112988968	2.786112438	3.134095541	2.633036552	2.508829144	5.15145242	3.004851124	3.288354366	3.233789323	3.361149954	3.157919448	2.095907273	1.473346849	0.889816772	0.783177258	2.147611133	2.141029606	2.926794037	2.676718477	3.011646214	2.372375916	2.436270822	1.991542322	2.358492367	0.956117295
1945  11	5.061956065	4.222321786	4.199536266	5.491651708	4.815705595	3.672459337	3.513524333	3.357601097	3.876299187	3.373667994	3.479340124	2.99208085	6.3847246	2.467932423	1.54962737	1.857564679	3.051651402	3.604016423	2.252232984	1.665161456	1.582971701	6.720163499	3.203608317	4.235715693	2.374663205	2.428550484	1.930358671	1.93493608	1.449234471	1.412507096	1.226778235	2.753620215	1.993206411	1.631624708	1.490600125	2.404218333	3.618726107	3.308358129	3.355909525	3.815933894	0.756891286
1945  12	11.00177388	8.531337431	8.006288704	10.56499187	8.864664769	6.760197495	6.467632781	6.180612075	6.915140048	6.267347132	6.278054685	5.649130652	14.34740135	8.193105817	4.920298008	5.073286635	5.91132989	7.384077934	7.69895184	5.276480364	5.015792934	15.0300697	8.036394258	9.637561322	6.969539974	4.714305915	4.01034766	3.393828393	3.098806542	2.447399454	2.360542466	1.924344629	2.421386498	2.008878962	1.790293235	6.681189945	7.275764945	6.87190315	6.237334851	7.420467643	1.358454401
1946  01	1.550509065	1.323403758	1.20484052	1.582476639	1.358620852	1.036084897	0.991245692	0.947256175	1.615092176	1.1756628	1.281440375	0.864327055	4.766761391	0.785067351	0.739630499	0.772063963	0.905011371	1.129217476	0.718480804	0.801358951	0.76147628	5.097225601	1.688448498	1.544638816	0.695023377	0.750127669	0.674103735	0.768220981	0.823591016	0.805280802	0.750653921	0.255161719	0.491279954	0.461463604	0.416151991	0.743724281	1.452545902	1.22647192	1.341380111	1.416265299	0.143732956
1946  02	2.245957984	1.862581225	1.874206045	2.449936041	2.152270657	1.641322609	1.570290205	1.500603842	1.615131967	1.474662476	1.487574546	1.348521884	1.667192356	0.921377656	0.864768838	0.974136187	1.389444968	1.675994454	0.875973888	0.936653319	0.890596729	1.728113575	1.039198174	1.739907369	0.878432324	1.268300529	1.340247433	1.95216943	1.97962944	2.108563161	1.718786866	1.382125977	1.479077572	1.184679952	1.06463338	0.904821023	1.482231513	1.368857024	1.399812083	1.632512984	1.367313081
1946  03	2.029342747	1.717025739	1.876374579	2.437306891	2.206077423	1.682355674	1.60954746	1.538118938	1.208387865	1.406258364	1.267688521	1.446842859	2.249738391	1.184289448	1.853198844	1.790516605	1.564926154	2.076991686	1.239205741	2.019008265	1.919107981	2.348991747	1.33443812	1.723691505	1.21629091	2.223931623	1.773799593	1.552722334	1.393583928	1.17226548	1.456351719	1.126964258	1.110067333	0.564039476	0.508681819	1.166210647	1.210075199	1.215069308	1.111712398	1.329892432	1.887843399
1946  04	0.148210425	0.202019888	0.231390992	0.293365684	0.295937215	0.225681859	0.215914903	0.206333028	0.370872214	0.256255024	0.290089999	0.181935269	0.567610314	0.388736311	0.062587487	0.084320412	0.182230504	0.207950508	0.339611636	0.062443555	0.059285814	0.55162124	0.545361189	0.29179706	0.376470996	0.106708397	0.112878841	0.207058344	0.105996675	0.006178791	0.004405016	0.297688672	0.195098505	0.074101453	0.062178046	0.360219425	0.380878492	0.308597929	0.320742522	0.260591637	0.025428604
1946  05	0.604242503	0.49234745	0.532040191	0.693124445	0.618777814	0.47188025	0.451458434	0.431423605	0.299109553	0.383396818	0.33267156	0.410777307	1.321156524	0.721142203	0.588240287	0.553478884	0.448051869	0.605811994	0.730124193	0.634842805	0.60400934	1.466872733	0.227775404	0.449189132	0.212368254	1.047876906	0.886474795	0.878117776	0.899463383	1.039783347	0.440306628	0.701694727	0.806827789	1.101573924	0.991938695	0.21120933	0.390378102	0.292056769	0.306574328	0.360876094	0.393890478
1946  06	0	0	0	0	0	0	0	0	0	0	0	0	0.004397228	0	0	0	0	0	0	0	0	0.001924965	0.013998676	0.004913095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946  07	0.079805614	0.110391758	0.154285724	0.19426737	0.201775374	0.153873995	0.147214707	0.14068161	0.131604669	0.124890449	0.128067977	0.121099633	0.613320441	0.079801999	0.001152427	0.025647352	0.118589346	0.12734675	0.066413576	0	0	0.660482949	0.192271614	0.117738853	0.07722482	0	0.008060104	0.025311295	0.049035054	0.085183638	0.081018392	0	0.014804724	0.023943482	0.023539189	0.078560609	0.122380287	0.098816909	0.116311217	0.100930363	0.011844576
1946  08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1946  09	0.171012029	0.176377109	0.216298381	0.276521151	0.269033832	0.205165326	0.196286276	0.18757548	0.167497465	0.166110229	0.166171788	0.163825031	0.146846365	0.028841022	0.038171673	0.065332666	0.163652103	0.183912516	0.021632564	0.041629036	0.039523876	0.153135906	0.102461232	0.142444494	0.125490332	0.081546075	0.056672236	0.063561089	0.081920507	0.116807229	0.016387339	0.053158691	0.043915956	0.005265667	0	0.123846551	0.139936503	0.142259084	0.144016892	0.150049367	0.361681926
1946  10	0.41042887	0.353486854	0.415561183	0.537039148	0.497712589	0.379555853	0.36312961	0.347014639	0.191435213	0.306716598	0.239322923	0.346148009	0.712681698	0.292808315	0.714062258	0.647067163	0.396263675	0.578812919	0.313562079	0.780544432	0.741164347	0.771925215	0.235702204	0.335011477	0.193062049	0.644743163	0.580379053	0.802209184	0.765353211	0.709071051	0.44288954	0.531586914	0.612212335	0.553916215	0.488839543	0.185171348	0.211107071	0.204793104	0.190515181	0.238334392	0.165036412
1946  11	2.063545153	2.580730613	3.849521609	4.852191237	5.017480969	3.826333332	3.66073904	3.498282707	1.866501586	2.722201134	2.376197541	3.165863338	4.303824902	2.952442443	2.334595579	2.521504071	3.283666744	4.020758597	2.904272228	2.518556702	2.395018292	4.507802462	2.224368247	2.064750171	1.486577778	2.842159177	2.072812774	1.093170738	1.204265941	2.654629273	2.105938484	2.796147168	1.780505412	2.328610384	2.209500579	1.45734433	2.113249786	1.629439234	1.892832892	1.72110284	1.845028718
1946  12	5.917016211	4.724500711	3.953642234	5.251326752	4.264186239	3.251870419	3.111137468	2.973071363	5.610927005	3.842768956	4.333443679	2.659974337	3.455333231	3.035887679	1.519378636	1.756325721	2.721974215	3.241818458	2.693058349	1.62353242	1.543604966	3.404643605	3.370418076	4.8304797	3.127605196	1.571548472	1.516010765	1.685203199	1.856822918	2.186042063	1.841830097	1.010015137	1.346448617	1.660356784	1.520852656	3.207833801	5.125948609	4.516104971	4.655128286	5.085147013	2.066643485
1947  01	0.615643305	0.456210105	0.515079801	0.673192032	0.591874431	0.451363717	0.431829806	0.412666057	0.059845381	0.279989087	0.188118535	0.39344998	1.303586179	0.433560616	0.574447792	0.542275188	0.430856712	0.585303215	0.459778629	0.624435546	0.593591471	1.380782809	0.546962565	0.569813179	0.270286869	0.726539726	0.56680565	0.478634181	0.355768033	0.389992686	0.332221206	0.786748633	0.503618489	0.295774996	0.268600519	0.241964297	0.138500097	0.184616376	0.107571142	0.226030129	0.356223844
1947  02	4.081487097	3.614673713	3.860039647	5.00740116	4.560123455	3.477552277	3.327052371	3.179404391	3.325981878	3.11622366	3.096557454	2.88763749	3.87604148	3.486358262	2.266175172	2.40109768	3.003798276	3.703872265	3.17196303	2.435298629	2.312068193	4.038299129	2.602766182	3.45307126	2.934543147	1.359566062	0.920297902	0.678310116	0.604857841	0.793744098	1.009117402	0.914329492	0.781387371	1.078553368	1.022932035	2.847037691	3.399278163	3.03223738	2.990142062	3.192760787	0.754298453
1947  03	3.648256623	3.295608483	3.836134461	4.947612421	4.627381913	3.528843609	3.37612394	3.226298261	2.392860239	2.841651533	2.577521291	2.98683863	7.340942163	3.295546132	3.153269804	3.141347428	3.17335298	4.078067155	3.162247405	3.413580985	3.24234594	7.896614022	2.736927958	3.217225803	2.181601155	2.561854372	1.733368371	0.988073059	0.854949547	0.975281341	0.630571099	1.286440332	0.97650916	0.819383758	0.742141892	2.110535069	2.604085436	2.29720336	2.280541246	2.518324178	0.252292854
1947  04	1.368096234	0.85161863	0.600696889	0.830951583	0.538067664	0.410330652	0.392572551	0.375150961	0.454626342	0.383369544	0.40112629	0.333035425	2.051053011	0.535878371	0.149986313	0.185153677	0.336986913	0.39252952	0.485715763	0.156108886	0.148489534	1.969327087	1.81274847	1.473180974	0.51161443	0.298209466	0.232135416	0.223676115	0.272111825	0.503863956	0.821300444	0.361479102	0.248418043	0.235883663	0.2468407	0.486611216	0.479464802	0.553956014	0.407758262	0.688348199	0.168836251
